Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.13391814,25.24567262,23.25272516,25.5417235,17.03878307
Angola,AGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,41.93309219,42.64356787,42.16795377,47.93154185,49.76092074
Angola,AGO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.685144803,6.752680742,6.580549657,6.059469233,6.137445405
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.105426293,2.733340655,2.507985456,1.871775866,1.643740283
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.00201902,9.732512484,9.223777502,9.644778503,10.0903858
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.75459795,28.12448545,29.004102,40.83628983,40.79075505
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.60579467,2.71314979,2.79383755,2.58879566,2.65592647
Angola,AGO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.23424065,1.19753695,1.29295039,1.10391033,1.09448123
Angola,AGO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,22.8,..
Antigua and Barbuda,ATG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.612326721,1.56801881,1.792111982,1.737181736,1.745958409
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,63.75049528,64.26247428,66.13056708,70.59090489,69.02156252
Antigua and Barbuda,ATG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.45797948,17.93837237,19.22098762,21.1224405,21.23335669
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.682962647,2.727403978,2.49074046,2.476412917,2.237161193
Antigua and Barbuda,ATG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,76.03620877,72.61045999,67.74232745,64.57206292,71.39790741
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.27965546,5.12190151,4.87493944,4.84869289,4.37567186
Antigua and Barbuda,ATG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.15658259,2.86057758,2.73786783,2.91282296,2.55713224
Antigua and Barbuda,ATG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.8,99.8,99.8,99.9,99.9
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.68903351,99.89974213,100,99.99373627,100
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.156685902,6.26456582,5.231622377,4.537878897,5.318555997
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.15305614,22.05410721,21.78212322,23.71959233,23.15784774
Argentina,ARG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.18158545,13.48802597,12.83516834,14.0601434,13.54083907
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.850128583,0.813140078,0.856137916,0.745498855,0.706186671
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.33650694,12.09728364,10.93962386,9.992390084,10.59439751
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.70565205,12.52709517,11.32028336,14.43668575,17.92487838
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.22933674,9.00189781,10.44225693,9.49909592,9.47170544
Argentina,ARG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.82437325,5.59118652,6.59935713,5.96251631,6.05942106
Argentina,ARG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,20.7,19.7,20.2,21.2
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97.4,97.7,97.9,98,98.1
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.8,99.7,99.9,100
Armenia,ARM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.22312003,16.39047353,14.99426012,13.94231166,11.52561074
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.95668313,42.3336876,48.98633088,53.08021299,54.76335277
Armenia,ARM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.70869944,25.57713304,25.80953238,24.75655785,24.97160846
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.206171059,10.28464998,10.63112611,11.27191844,11.71149186
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.239225786,4.090349217,3.849730577,4.119886153,4.787705841
Armenia,ARM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,20.93122083,21.27737528,20.78065336,20.8701039,22.28517099
Armenia,ARM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.72539121,33.74427986,38.21604566,39.39289403,41.35080136
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.11762714,9.95195866,10.36270523,10.00543404,11.3798008
Armenia,ARM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.61020839,1.63734329,1.37250602,1.23468125,1.41167367
Armenia,ARM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,8.8,11.8,6.9,7.8,7.3
Aruba,ABW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Aruba,ABW,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.012518854,0.018610747,0.023920506,0.022253007,0.027572723
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,72.97530166,70.41546527,71.26137308,72.96063554,72.10913731
Aruba,ABW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,12.46789216,12.71312488,12.39582656,11.35815643,11.37205393
Aruba,ABW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.585011312,3.688822318,3.734056007,3.225014904,2.562437166
Aruba,ABW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Aruba,ABW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,72.8474736,71.81649504,72.55456188,72.25264888,73.23471643
Aruba,ABW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Aruba,ABW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..
Aruba,ABW,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.375955227,2.404530092,2.703220554,2.458110261,2.116188477
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.55503741,21.55057682,20.72016138,21.516144,21.67518659
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.69351416,22.32992547,23.47347211,24.14395689,25.31674246
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.299432331,6.086074648,5.800282916,5.778138372,5.605068907
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.95091845,2.084496852,1.999207998,1.890112081,1.874025561
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.88294868,22.277076,22.09187027,23.19743194,23.41307697
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.068071,19.27225801,21.23118349,21.87340412,24.15153911
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.18361282,10.09023094,10.1257143,10.07391548,10.22989082
Australia,AUS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.23406696,7.17459917,7.21655941,7.20352697,7.5498395
Australia,AUS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,10.7,..,11.7,..
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.129790194,1.110316479,1.210536431,1.130602891,1.05234908
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.33825483,48.57568463,50.88769179,52.46142039,52.12879115
Austria,AUT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.17491325,25.47680498,25.41186777,25.36642939,25.18385977
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.69003646,17.04741463,16.84270767,16.82875171,16.591013
Austria,AUT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.698138152,0.729737692,0.757321291,0.744738359,0.727513237
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,26.82616742,25.41916923,25.42222618,25.41750212,25.58139529
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.08906056,52.40639365,54.05115314,55.46221912,55.75720636
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.36746693,10.3522625,10.38402557,10.34483242,10.47507858
Austria,AUT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.51185322,7.49085999,7.66504908,7.705019,7.84675264
Austria,AUT,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,11.3,10.7,10.7,10.2,10.5
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,96.8,97.1,97.5,97.8,98
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.177454947,5.604946281,5.607369011,5.212505619,5.695258144
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.80673042,43.64966934,41.85445095,37.58028267,36.76751791
Azerbaijan,AZE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,44.89132034,47.55780701,49.7017251,52.25053688,48.82363284
Azerbaijan,AZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.990621552,4.892660678,4.699464584,4.619812216,5.003650963
Azerbaijan,AZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.464876793,3.688527303,3.756301732,3.562401234,3.873411703
Azerbaijan,AZE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.60316293,14.55551657,13.16404551,12.97127179,14.21885265
Azerbaijan,AZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.79477749,46.42764939,48.54786473,54.09229386,49.0506275
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.10663605,4.03655434,3.73651457,3.55621028,4.0731144
Azerbaijan,AZE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.30261827,1.16339755,1.00201261,0.92868203,1.27820647
Azerbaijan,AZE,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
"Bahamas, The",BHS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.826701163,0.886748136,0.782633533,0.68676108,0.545230383
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,37.12616402,37.50553154,40.09303464,40.24388316,36.86278113
"Bahamas, The",BHS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,11.25855614,13.28930796,13.08197658,12.29373459,13.27697244
"Bahamas, The",BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.46553984,3.067025224,2.597625168,2.040526016,2.072947537
"Bahamas, The",BHS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
"Bahamas, The",BHS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.88063761,14.29053429,15.0239947,14.50712841,16.83703585
"Bahamas, The",BHS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.35857413,33.21475985,32.38503285,35.92890561,35.53646228
"Bahamas, The",BHS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.14505529,5.58737278,6.67579222,6.01182079,5.90402126
"Bahamas, The",BHS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.28325391,2.72011185,3.69670224,3.00421906,3.08020306
"Bahamas, The",BHS,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.31623018,0.332168625,0.29059524,0.288059552,0.281212268
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,71.82416506,65.41972798,67.30698583,71.55353264,65.21487421
Bahrain,BHR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,40.15386671,39.3054656,41.17680576,42.86055831,42.08032951
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,17.38495114,18.10286007,18.50542879,17.61996753,17.62160932
Bahrain,BHR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.632877365,4.671440867,4.33877531,4.07429483,4.055054417
Bahrain,BHR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.10720991,74.20082753,75.77968142,79.25252192,76.48596076
Bahrain,BHR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.97671938,4.86051178,4.51235688,4.12745647,3.95980344
Bahrain,BHR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.23580289,2.98268986,2.5667879,2.42827972,2.3075155
Bahrain,BHR,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.1,19.3,20.6,22,23.5
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.00247192,75.92,88,86.9152832,92.2
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.78299644,13.46479232,12.95727604,12.48007719,11.97532192
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.74932252,17.41294565,17.17998378,19.83984378,18.48329528
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.83139483,31.06915138,31.24829196,31.98281359,32.85255263
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.78867356,20.3479481,20.07506151,20.80229593,21.20794511
Bangladesh,BGD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.350969947,1.372321482,1.240256126,1.263999785,1.348906693
Bangladesh,BGD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,8.498348828,7.316911848,6.997142632,7.731772166,7.638638179
Bangladesh,BGD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.33667379,13.92120448,12.81974689,12.67478794,13.094756
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.72187114,2.86227322,2.78472567,2.71634603,2.620749
Bangladesh,BGD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.46532738,0.56968528,0.5911361,0.56958538,0.51866281
Bangladesh,BGD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,6.1,..,..,..
Barbados,BRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Barbados,BRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.304847182,1.293243007,1.299786098,1.436059115,1.300652674
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,47.29140711,42.11026428,40.69336894,39.93892276,37.97060619
Barbados,BRB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.63369526,12.99140195,12.76901833,12.3350023,11.95943091
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.441625476,5.301261734,5.119852423,4.88789793,4.678593229
Barbados,BRB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Barbados,BRB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,25.33972493,27.47846019,..,..,..
Barbados,BRB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.05119001,36.53550648,35.75309376,35.52480663,36.48213363
Barbados,BRB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.7748456,6.68155146,6.62216997,6.56259108,6.1940732
Barbados,BRB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.2003293,3.15078282,3.0033567,2.93843102,2.77706695
Barbados,BRB,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..
Belarus,BLR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.3,99.4,99.5,99.5,99.6
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.37328339,98.0430069,98.74201202,99.34876251,100
Belarus,BLR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.282949616,6.895280624,7.566100541,6.590091563,6.794970757
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,57.90345901,62.69997578,66.57809131,68.93884892,65.75572247
